STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019,BIRTHS2019,DEATHS2019
New York,Rockland County,311687,325789,5370,2457
New York,St. Lawrence County,111944,107740,988,1082
New York,Saratoga County,219607,229863,2103,2050
New York,Schenectady County,154727,155299,1792,1486
New York,Schoharie County,32749,30999,237,313
New York,Schuyler County,18343,17807,146,187
New York,Seneca County,35251,34016,318,313
New York,Steuben County,98990,95379,981,1022
New York,Suffolk County,1493350,1476601,15129,13146
New York,Sullivan County,77547,75432,779,779
New York,Tioga County,51125,48203,425,492
New York,Tompkins County,101564,102180,742,636
New York,Ulster County,182493,177573,1433,1743
New York,Warren County,65707,63944,529,674
New York,Washington County,63216,61204,545,681
New York,Wayne County,93772,89918,941,873
New York,Westchester County,949113,967506,10183,7582
New York,Wyoming County,42155,39859,328,345
New York,Yates County,25348,24913,316,267
North Carolina,North Carolina,9535483,10488084,119203,94312
North Carolina,Alamance County,151131,169509,1976,1646
North Carolina,Alexander County,37198,37497,363,399
North Carolina,Alleghany County,11155,11137,99,133
North Carolina,Anson County,26948,24446,253,272
North Carolina,Ashe County,27281,27203,216,350
North Carolina,Avery County,17797,17557,130,215
North Carolina,Beaufort County,47759,46994,439,628
North Carolina,Bertie County,21282,18947,167,268
North Carolina,Bladen County,35190,32722,337,468
North Carolina,Brunswick County,107431,142820,1027,1738
North Carolina,Buncombe County,238318,261191,2413,2700
North Carolina,Burke County,90912,90485,883,1034
North Carolina,Cabarrus County,178011,216453,2600,1688
North Carolina,Caldwell County,83029,82178,774,969
North Carolina,Camden County,9980,10867,96,63
North Carolina,Carteret County,66469,69473,531,894
North Carolina,Caswell County,23719,22604,210,245
North Carolina,Catawba County,154358,159551,1671,1713
North Carolina,Chatham County,63505,74470,667,770
North Carolina,Cherokee County,27444,28612,250,380
North Carolina,Chowan County,14793,13943,136,191
North Carolina,Clay County,10587,11231,87,163
North Carolina,Cleveland County,98078,97947,1102,1219
North Carolina,Columbus County,58098,55508,558,761
North Carolina,Craven County,103505,102139,1340,1035
North Carolina,Cumberland County,319431,335509,5376,2644
North Carolina,Currituck County,23547,27763,268,243
North Carolina,Dare County,33920,37009,332,360
North Carolina,Davidson County,162878,167609,1764,1815
North Carolina,Davie County,41240,42846,385,406
North Carolina,Duplin County,58505,58741,664,593
North Carolina,Durham County,267587,321488,4186,2235
North Carolina,Edgecombe County,56552,51472,589,634
North Carolina,Forsyth County,350670,382295,4356,3339
North Carolina,Franklin County,60619,69685,725,642
North Carolina,Gaston County,206086,224529,2580,2422
North Carolina,Gates County,12197,11562,96,142
North Carolina,Graham County,8861,8441,72,99
North Carolina,Granville County,59916,60443,601,599
North Carolina,Greene County,21362,21069,206,223
North Carolina,Guilford County,488406,537174,6111,4602
North Carolina,Halifax County,54691,50010,540,706
North Carolina,Harnett County,114678,135976,1873,1105
North Carolina,Haywood County,59036,62317,587,766
North Carolina,Henderson County,106740,117417,1066,1426
North Carolina,Hertford County,24669,23677,224,287
North Carolina,Hoke County,46952,55234,847,362
North Carolina,Hyde County,5810,4937,33,49
North Carolina,Iredell County,159437,181806,1872,1685
North Carolina,Jackson County,40271,43938,362,371
North Carolina,Johnston County,168878,209339,2371,1618
North Carolina,Jones County,10153,9419,91,118
North Carolina,Lee County,57866,61779,774,563
North Carolina,Lenoir County,59495,55949,608,768
North Carolina,Lincoln County,78265,86111,834,891
North Carolina,McDowell County,44996,45756,437,513
North Carolina,Macon County,33922,35858,333,417
North Carolina,Madison County,20764,21755,198,240
North Carolina,Martin County,24505,22440,246,313
North Carolina,Mecklenburg County,919628,1110356,14736,6883
North Carolina,Mitchell County,15579,14964,139,221
North Carolina,Montgomery County,27798,27173,268,269
North Carolina,Moore County,88247,100880,1139,1169
North Carolina,Nash County,95840,94298,1061,1041
North Carolina,New Hanover County,202667,234473,2197,2034
North Carolina,Northampton County,22099,19483,173,297
North Carolina,Onslow County,177772,197938,3951,1094
North Carolina,Orange County,133801,148476,1158,855
North Carolina,Pamlico County,13144,12726,79,157
North Carolina,Pasquotank County,40661,39824,463,370
North Carolina,Pender County,52217,63060,647,556
North Carolina,Perquimans County,13453,13463,116,146
North Carolina,Person County,39464,39490,417,448
North Carolina,Pitt County,168148,180742,2053,1432
North Carolina,Polk County,20510,20724,155,308
North Carolina,Randolph County,141752,143667,1538,1573
North Carolina,Richmond County,46639,44829,559,556
North Carolina,Robeson County,134168,130625,1697,1378
North Carolina,Rockingham County,93643,91010,871,1174
North Carolina,Rowan County,138428,142088,1575,1570
North Carolina,Rutherford County,67810,67029,662,862
North Carolina,Sampson County,63431,63531,825,685
North Carolina,Scotland County,36157,34823,436,427
North Carolina,Stanly County,60585,62806,709,715
North Carolina,Stokes County,47401,45591,387,556
North Carolina,Surry County,73673,71783,736,874
North Carolina,Swain County,13981,14271,143,221
North Carolina,Transylvania County,33090,34385,261,394
North Carolina,Tyrrell County,4407,4016,31,48
North Carolina,Union County,201292,239859,2431,1521
North Carolina,Vance County,45422,44535,571,525
North Carolina,Wake County,900993,1111761,12634,6210
North Carolina,Warren County,20972,19731,161,267
North Carolina,Washington County,13228,11580,129,155
North Carolina,Watauga County,51079,56177,381,401
North Carolina,Wayne County,122623,123131,1608,1384
North Carolina,Wilkes County,69340,68412,670,817
North Carolina,Wilson County,81234,81801,944,944
North Carolina,Yadkin County,38406,37667,379,426
North Carolina,Yancey County,17818,18069,181,211
North Dakota,North Dakota,672591,762062,10536,6250
North Dakota,Adams County,2343,2216,20,28
North Dakota,Barnes County,11066,10415,90,126
North Dakota,Benson County,6660,6832,139,69
North Dakota,Billings County,783,928,10,5
North Dakota,Bottineau County,6429,6282,61,90
North Dakota,Bowman County,3151,3024,35,34
North Dakota,Burke County,1968,2115,26,17
North Dakota,Burleigh County,81308,95626,1180,759
North Dakota,Cass County,149778,181923,2511,1116
North Dakota,Cavalier County,3993,3762,56,50
North Dakota,Dickey County,5289,4872,61,55
North Dakota,Divide County,2071,2264,23,22
North Dakota,Dunn County,3536,4424,67,17
North Dakota,Eddy County,2385,2287,33,37
North Dakota,Emmons County,3550,3241,32,49
North Dakota,Foster County,3343,3210,38,32
North Dakota,Golden Valley County,1680,1761,20,9
North Dakota,Grand Forks County,66861,69451,974,526
North Dakota,Grant County,2394,2274,26,24
North Dakota,Griggs County,2420,2231,22,31
North Dakota,Hettinger County,2477,2499,36,23
North Dakota,Kidder County,2435,2480,26,15
North Dakota,LaMoure County,4139,4046,52,41
North Dakota,Logan County,1990,1850,21,25
North Dakota,McHenry County,5395,5745,64,60
North Dakota,McIntosh County,2809,2497,26,46
North Dakota,McKenzie County,6360,15024,264,64
North Dakota,McLean County,8962,9450,111,98
North Dakota,Mercer County,8424,8187,88,81
North Dakota,Morton County,27471,31364,434,290
North Dakota,Mountrail County,7673,10545,186,97
North Dakota,Nelson County,3126,2879,23,50
North Dakota,Oliver County,1846,1959,22,6
North Dakota,Pembina County,7413,6801,70,84
North Dakota,Pierce County,4357,3975,41,55
North Dakota,Ramsey County,11451,11519,174,130
North Dakota,Ransom County,5457,5218,49,73
North Dakota,Renville County,2470,2327,17,26
North Dakota,Richland County,16321,16177,190,126
North Dakota,Rolette County,13937,14176,226,187
North Dakota,Sargent County,3829,3898,45,33
North Dakota,Sheridan County,1321,1315,12,7
North Dakota,Sioux County,4153,4230,78,74
North Dakota,Slope County,727,750,8,0
North Dakota,Stark County,24199,31489,506,234
North Dakota,Steele County,1975,1890,20,6
North Dakota,Stutsman County,21100,20704,223,214
North Dakota,Towner County,2246,2189,20,23
North Dakota,Traill County,8121,8036,87,83
North Dakota,Walsh County,11119,10641,124,128
North Dakota,Ward County,61675,67641,1099,491
North Dakota,Wells County,4207,3834,45,50
North Dakota,Williams County,22398,37589,725,234
Ohio,Ohio,11536504,11689100,134291,117750
Ohio,Adams County,28550,27698,346,326
Ohio,Allen County,106331,102351,1214,1079
Ohio,Ashland County,53139,53484,586,580
Ohio,Ashtabula County,101497,97241,1111,1143
Ohio,Athens County,64757,65327,477,494
Ohio,Auglaize County,45949,45656,559,493
Ohio,Belmont County,70400,67006,608,856
Ohio,Brown County,44846,43432,490,518
Ohio,Butler County,368130,383134,4455,3467
Ohio,Carroll County,28836,26914,269,303
Ohio,Champaign County,40097,38885,412,398
Ohio,Clark County,138333,134083,1554,1661
Ohio,Clermont County,197363,206428,2283,1833
Ohio,Clinton County,42040,41968,470,458
Ohio,Columbiana County,107841,101883,982,1186
Ohio,Coshocton County,36901,36600,460,408
Ohio,Crawford County,43784,41494,455,498
Ohio,Cuyahoga County,1280122,1235072,14022,13527
Ohio,Darke County,52959,51113,618,604
Ohio,Defiance County,39037,38087,427,390
Ohio,Delaware County,174214,209177,2099,1237
Ohio,Erie County,77079,74266,778,916
Ohio,Fairfield County,146156,157574,1728,1402
Ohio,Fayette County,29030,28525,330,309
Ohio,Franklin County,1163414,1316756,18521,10027
Ohio,Fulton County,42698,42126,487,429
Ohio,Gallia County,30934,29898,353,389
Ohio,Geauga County,93389,93649,940,822
Ohio,Greene County,161573,168937,1716,1490
Ohio,Guernsey County,40087,38875,426,462
Ohio,Hamilton County,802374,817473,10671,7868
Ohio,Hancock County,74782,75783,881,722
Ohio,Hardin County,32058,31365,374,327
Ohio,Harrison County,15864,15040,144,203
Ohio,Henry County,28215,27006,313,262
Ohio,Highland County,43589,43161,530,482
Ohio,Hocking County,29380,28264,289,331
Ohio,Holmes County,42366,43960,783,327
Ohio,Huron County,59626,58266,698,589
Ohio,Jackson County,33225,32413,408,401
Ohio,Jefferson County,69709,65325,638,917
Ohio,Knox County,60921,62322,741,630
Ohio,Lake County,230041,230149,2192,2481
Ohio,Lawrence County,62450,59463,610,793
Ohio,Licking County,166492,176862,1924,1662
Ohio,Logan County,45858,45672,547,496
Ohio,Lorain County,301356,309833,3175,3093
Ohio,Lucas County,441815,428348,5298,4561
Ohio,Madison County,43435,44731,441,394
Ohio,Mahoning County,238823,228683,2355,2934
Ohio,Marion County,66501,65093,734,731
Ohio,Medina County,172332,179746,1674,1541
Ohio,Meigs County,23770,22907,243,307
Ohio,Mercer County,40814,41172,644,385
Ohio,Miami County,102506,106987,1153,1050
Ohio,Monroe County,14642,13654,116,196
Ohio,Montgomery County,535153,531687,6522,5966
Ohio,Morgan County,15054,14508,135,160
Ohio,Morrow County,34827,35328,381,316
Ohio,Muskingum County,86074,86215,1002,971
Ohio,Noble County,14645,14424,143,143
Ohio,Ottawa County,41428,40525,324,519
Ohio,Paulding County,19614,18672,218,203
Ohio,Perry County,36058,36134,420,369
Ohio,Pickaway County,55698,58457,604,587
Ohio,Pike County,28709,27772,334,379
Ohio,Portage County,161419,162466,1356,1462
Ohio,Preble County,42270,40882,441,463
Ohio,Putnam County,34499,33861,428,317
Ohio,Richland County,124475,121154,1319,1397
Ohio,Ross County,78064,76666,844,849
Ohio,Sandusky County,60944,58518,603,624
Ohio,Scioto County,79499,75314,825,958
Ohio,Seneca County,56745,55178,589,561
Ohio,Shelby County,49423,48590,613,442
Ohio,Stark County,375586,370606,3985,4092
Ohio,Summit County,541781,541013,5840,5734
Ohio,Trumbull County,210312,197974,2039,2477
Ohio,Tuscarawas County,92582,91987,1098,1048
Ohio,Union County,52300,58988,689,379
Ohio,Van Wert County,28744,28275,339,295
Ohio,Vinton County,13435,13085,144,157
Ohio,Warren County,212693,234602,2316,1858
Ohio,Washington County,61778,59911,594,725
Ohio,Wayne County,114520,115710,1446,1150
Ohio,Williams County,37642,36692,408,393
Ohio,Wood County,125488,130817,1319,1115
Ohio,Wyandot County,22615,21772,221,253
Oklahoma,Oklahoma,3751351,3956971,48759,40266
Oklahoma,Adair County,22683,22194,309,285
Oklahoma,Alfalfa County,5642,5702,47,54
Oklahoma,Atoka County,14182,13758,153,130
Oklahoma,Beaver County,5636,5311,52,46
Oklahoma,Beckham County,22119,21859,294,238
Oklahoma,Blaine County,11943,9429,116,104
Oklahoma,Bryan County,42416,47995,589,542
Oklahoma,Caddo County,29600,28762,374,390
Oklahoma,Canadian County,115541,148306,1829,1092
Oklahoma,Carter County,47557,48111,630,614
Oklahoma,Cherokee County,46987,48657,556,534
Oklahoma,Choctaw County,15205,14672,193,204
Oklahoma,Cimarron County,2475,2137,22,9
Oklahoma,Cleveland County,255755,284014,2735,2105
Oklahoma,Coal County,5925,5495,68,69
Oklahoma,Comanche County,124098,120749,1630,1095
Oklahoma,Cotton County,6193,5666,63,75
Oklahoma,Craig County,15029,14142,128,205
Oklahoma,Creek County,69967,71522,791,872
Oklahoma,Custer County,27469,29003,398,277
Oklahoma,Delaware County,41487,43009,425,608
Oklahoma,Dewey County,4810,4891,59,65
Oklahoma,Ellis County,4151,3859,43,51
Oklahoma,Garfield County,60580,61056,864,621
Oklahoma,Garvin County,27576,27711,328,351
Oklahoma,Grady County,52431,55834,567,532
Oklahoma,Grant County,4527,4333,48,49
Oklahoma,Greer County,6239,5712,52,54
Oklahoma,Harmon County,2922,2653,33,28
Oklahoma,Harper County,3685,3688,39,52
Oklahoma,Haskell County,12769,12627,120,136
Oklahoma,Hughes County,14003,13279,156,170
Oklahoma,Jackson County,26446,24530,359,215
Oklahoma,Jefferson County,6472,6002,61,83
Oklahoma,Johnston County,10957,11085,130,147
Oklahoma,Kay County,46562,43538,537,576
Oklahoma,Kingfisher County,15034,15765,180,145
Oklahoma,Kiowa County,9446,8708,113,107
Oklahoma,Latimer County,11154,10073,121,116
Oklahoma,Le Flore County,50384,49853,591,678
Oklahoma,Lincoln County,34273,34877,354,379
Oklahoma,Logan County,41848,48011,494,371
Oklahoma,Love County,9423,10253,113,112
Oklahoma,McClain County,34506,40474,414,386
Oklahoma,McCurtain County,33151,32832,444,429
Oklahoma,McIntosh County,20252,19596,183,318
Oklahoma,Major County,7527,7629,102,90
Oklahoma,Marshall County,15840,16931,200,170
Oklahoma,Mayes County,41259,41100,459,534
Oklahoma,Murray County,13488,14073,146,187
Oklahoma,Muskogee County,70990,67997,821,906
Oklahoma,Noble County,11561,11131,121,126
Oklahoma,Nowata County,10536,10076,126,135
Oklahoma,Okfuskee County,12191,11993,151,179
Oklahoma,Oklahoma County,718633,797434,11183,7172
Oklahoma,Okmulgee County,40069,38465,420,547
Oklahoma,Osage County,47472,46963,418,522
Oklahoma,Ottawa County,31848,31127,409,470
Oklahoma,Pawnee County,16577,16376,192,200
Oklahoma,Payne County,77350,81784,815,592
Oklahoma,Pittsburg County,45837,43654,508,616
Oklahoma,Pontotoc County,37492,38284,487,509
Oklahoma,Pottawatomie County,69442,72592,846,841
Oklahoma,Pushmataha County,11572,11096,110,144
Oklahoma,Roger Mills County,3647,3583,39,25
Oklahoma,Rogers County,86905,92459,1004,898
Oklahoma,Seminole County,25482,24258,304,354
Oklahoma,Sequoyah County,42391,41569,512,545
Oklahoma,Stephens County,45048,43143,491,571
Oklahoma,Texas County,20640,19983,350,149
Oklahoma,Tillman County,7992,7250,75,78
Oklahoma,Tulsa County,603403,651552,8762,6147
Oklahoma,Wagoner County,73085,81289,853,696
Oklahoma,Washington County,50976,51527,586,677
Oklahoma,Washita County,11629,10916,121,145
Oklahoma,Woods County,8878,8793,96,100
Oklahoma,Woodward County,20081,20211,247,222
Oregon,Oregon,3831074,4217737,43305,36563
Oregon,Baker County,16134,16124,153,211
Oregon,Benton County,85579,93053,701,584
Oregon,Clackamas County,375992,418187,3987,3559
Oregon,Clatsop County,37039,40224,377,398
Oregon,Columbia County,49351,52354,499,503
Oregon,Coos County,63043,64487,599,937
Oregon,Crook County,20978,24404,259,266
Oregon,Curry County,22364,22925,166,345
Oregon,Deschutes County,157733,197692,1857,1548
Oregon,Douglas County,107667,110980,1065,1473
Oregon,Gilliam County,1871,1912,16,27
Oregon,Grant County,7445,7199,63,86
Oregon,Harney County,7422,7393,63,78
Oregon,Hood River County,22346,23382,250,171
Oregon,Jackson County,203206,220944,2251,2325
Oregon,Jefferson County,21720,24658,281,250
Oregon,Josephine County,82713,87487,866,1190
Oregon,Klamath County,66380,68238,767,834
Oregon,Lake County,7895,7869,57,102
Oregon,Lane County,351715,382067,3425,3631
Oregon,Lincoln County,46034,49962,385,609
Oregon,Linn County,116672,129749,1512,1310
Oregon,Malheur County,31313,30571,396,260
Oregon,Marion County,315335,347818,4410,2893
Oregon,Morrow County,11173,11603,166,87
Oregon,Multnomah County,735334,812855,8338,6050
Oregon,Polk County,75403,86085,848,703
Oregon,Sherman County,1765,1780,15,11
Oregon,Tillamook County,25250,27036,230,303
Oregon,Umatilla County,75889,77950,949,665
Oregon,Union County,25748,26835,277,280
Oregon,Wallowa County,7008,7208,61,71
Oregon,Wasco County,25213,26682,299,299
Oregon,Washington County,529710,601592,6611,3582
Oregon,Wheeler County,1441,1332,10,18
Oregon,Yamhill County,99193,107100,1096,904
Pennsylvania,Pennsylvania,12702379,12801989,135190,133439
Pennsylvania,Adams County,101407,103009,960,1013
Pennsylvania,Allegheny County,1223348,1216045,12668,13695
Pennsylvania,Armstrong County,68941,64735,643,881
Pennsylvania,Beaver County,170539,163929,1506,2071
Pennsylvania,Bedford County,49762,47888,447,553
Pennsylvania,Berks County,411442,421164,4708,3885
Pennsylvania,Blair County,127089,121829,1146,1619
Pennsylvania,Bradford County,62622,60323,632,725
Pennsylvania,Bucks County,625249,628270,5694,6111
Pennsylvania,Butler County,183862,187853,1714,1976
Pennsylvania,Cambria County,143679,130192,1218,1727
Pennsylvania,Cameron County,5085,4447,37,70
Pennsylvania,Carbon County,65249,64182,589,801
Pennsylvania,Centre County,153990,162385,1147,1105
Pennsylvania,Chester County,498886,524989,5292,4194
Pennsylvania,Clarion County,39988,38438,370,440
Pennsylvania,Clearfield County,81642,79255,732,943
Pennsylvania,Clinton County,39238,38632,368,396
Pennsylvania,Columbia County,67295,64964,515,730
Pennsylvania,Crawford County,88765,84629,908,961
Pennsylvania,Cumberland County,235406,253370,2585,2323
Pennsylvania,Dauphin County,268100,278299,3352,2577
Pennsylvania,Delaware County,558979,566747,6516,5504
Pennsylvania,Elk County,31946,29910,268,359
Pennsylvania,Erie County,280566,269728,2855,2801
Pennsylvania,Fayette County,136606,129274,1244,1820
Pennsylvania,Forest County,7716,7247,20,79
Pennsylvania,Franklin County,149618,155027,1730,1632
Pennsylvania,Fulton County,14845,14530,144,153
Pennsylvania,Greene County,38686,36233,361,430
Pennsylvania,Huntingdon County,45913,45144,354,532
Pennsylvania,Indiana County,88880,84073,760,896
Pennsylvania,Jefferson County,45200,43425,459,519
Pennsylvania,Juniata County,24636,24763,276,252
Pennsylvania,Lackawanna County,214437,209674,2037,2530
Pennsylvania,Lancaster County,519445,545724,7132,5160
Pennsylvania,Lawrence County,91108,85512,863,1090
Pennsylvania,Lebanon County,133568,141793,1581,1504
Pennsylvania,Lehigh County,349497,369318,4273,3347
Pennsylvania,Luzerne County,320918,317417,3241,3953
Pennsylvania,Lycoming County,116111,113299,1133,1320
Pennsylvania,McKean County,43450,40625,367,507
Pennsylvania,Mercer County,116638,109424,1056,1431
Pennsylvania,Mifflin County,46682,46138,574,527
Pennsylvania,Monroe County,169842,170271,1545,1618
Pennsylvania,Montgomery County,799874,830915,8602,7831
Pennsylvania,Montour County,18267,18230,211,221
Pennsylvania,Northampton County,297735,305285,2767,2986
Pennsylvania,Northumberland County,94528,90843,888,1093
Pennsylvania,Perry County,45969,46272,493,459
Pennsylvania,Philadelphia County,1526006,1584064,20924,15561
Pennsylvania,Pike County,57369,55809,411,527
Pennsylvania,Potter County,17457,16526,164,216
Pennsylvania,Schuylkill County,148289,141359,1282,1778
Pennsylvania,Snyder County,39702,40372,426,385
Pennsylvania,Somerset County,77742,73447,638,938
Pennsylvania,Sullivan County,6428,6066,41,97
Pennsylvania,Susquehanna County,43356,40328,352,472
Pennsylvania,Tioga County,41981,40591,402,481
Pennsylvania,Union County,44947,44923,402,422
Pennsylvania,Venango County,54984,50668,452,680
Pennsylvania,Warren County,41815,39191,417,531
Pennsylvania,Washington County,207820,206865,1926,2509
Pennsylvania,Wayne County,52822,51361,376,615
Pennsylvania,Westmoreland County,365169,348899,2869,4435
Pennsylvania,Wyoming County,28276,26794,259,321
Pennsylvania,York County,434972,449058,4868,4121
Rhode Island,Rhode Island,1052567,1059361,10481,9802
Rhode Island,Bristol County,49875,48479,337,517
Rhode Island,Kent County,166158,164292,1547,1673
Rhode Island,Newport County,82888,82082,695,817
Rhode Island,Providence County,626667,638931,7062,5548
Rhode Island,Washington County,126979,125577,840,1247
South Carolina,South Carolina,4625364,5148714,56353,50744
South Carolina,Abbeville County,25417,24527,231,275
South Carolina,Aiken County,160099,170872,1830,1824
South Carolina,Allendale County,10419,8688,81,102
South Carolina,Anderson County,187126,202558,2266,2200
South Carolina,Bamberg County,15987,14066,124,196
South Carolina,Barnwell County,22621,20866,234,286
South Carolina,Beaufort County,162233,192122,1923,1741
South Carolina,Berkeley County,177843,227907,2774,1647
South Carolina,Calhoun County,15175,14553,134,187
South Carolina,Charleston County,350209,411406,4763,3629
South Carolina,Cherokee County,55342,57300,652,624
South Carolina,Chester County,33140,32244,358,424
South Carolina,Chesterfield County,46734,45650,496,571
South Carolina,Clarendon County,34971,33745,302,408
South Carolina,Colleton County,38892,37677,449,570
South Carolina,Darlington County,68681,66618,737,840
South Carolina,Dillon County,32062,30479,413,372
South Carolina,Dorchester County,136555,162809,1813,1250
South Carolina,Edgefield County,26985,27260,192,301
South Carolina,Fairfield County,23956,22347,203,302
South Carolina,Florence County,136885,138293,1614,1558
South Carolina,Georgetown County,60158,62680,521,879
South Carolina,Greenville County,451225,523542,6308,4496
South Carolina,Greenwood County,69661,70811,811,803
South Carolina,Hampton County,21090,19222,196,239
South Carolina,Horry County,269291,354081,3161,3879
South Carolina,Jasper County,24777,30073,366,282
South Carolina,Kershaw County,61697,66551,725,794
South Carolina,Lancaster County,76652,98012,1010,1026
South Carolina,Laurens County,66537,67493,783,850
South Carolina,Lee County,19220,16828,165,272
South Carolina,Lexington County,262391,298750,3191,2555
South Carolina,McCormick County,10233,9463,53,153
South Carolina,Marion County,33062,30657,341,444
South Carolina,Marlboro County,28933,26118,270,310
South Carolina,Newberry County,37508,38440,395,454
South Carolina,Oconee County,74273,79546,701,958
South Carolina,Orangeburg County,92501,86175,950,1154
South Carolina,Pickens County,119224,126884,1159,1206
South Carolina,Richland County,384504,415759,4631,3232
South Carolina,Saluda County,19875,20473,226,199
South Carolina,Spartanburg County,284307,319785,3897,3178
South Carolina,Sumter County,107456,106721,1343,1075
South Carolina,Union County,28961,27316,294,378
South Carolina,Williamsburg County,34423,30368,302,394
South Carolina,York County,226073,280979,2965,2227
South Dakota,South Dakota,814180,884659,11911,7337
South Dakota,Aurora County,2710,2751,39,24
South Dakota,Beadle County,17398,18453,285,182
South Dakota,Bennett County,3431,3365,56,33
South Dakota,Bon Homme County,7070,6901,69,62
South Dakota,Brookings County,31965,35077,443,204
South Dakota,Brown County,36531,38839,501,353
South Dakota,Brule County,5255,5297,69,41
South Dakota,Buffalo County,1912,1962,35,37
South Dakota,Butte County,10110,10429,135,98
South Dakota,Campbell County,1466,1376,12,6
South Dakota,Charles Mix County,9129,9292,157,106
South Dakota,Clark County,3691,3736,64,30
South Dakota,Clay County,13864,14070,131,80
South Dakota,Codington County,27227,28009,316,235
South Dakota,Corson County,4050,4086,91,58
South Dakota,Custer County,8216,8972,68,89
South Dakota,Davison County,19504,19775,244,199
South Dakota,Day County,5710,5424,67,84
South Dakota,Deuel County,4364,4351,56,44
South Dakota,Dewey County,5301,5892,137,71
South Dakota,Douglas County,3002,2921,41,32
South Dakota,Edmunds County,4071,3829,36,41
South Dakota,Fall River County,7094,6713,46,100
South Dakota,Faulk County,2364,2299,35,20
South Dakota,Grant County,7356,7052,82,70
South Dakota,Gregory County,4271,4185,49,53
South Dakota,Haakon County,1937,1899,20,11
South Dakota,Hamlin County,5903,6164,119,55
South Dakota,Hand County,3431,3191,37,28
South Dakota,Hanson County,3331,3453,37,9
South Dakota,Harding County,1255,1298,16,6
South Dakota,Hughes County,17022,17526,228,161
South Dakota,Hutchinson County,7343,7291,109,94
South Dakota,Hyde County,1420,1301,18,9
South Dakota,Jackson County,3031,3344,83,20
South Dakota,Jerauld County,2071,2013,20,20
South Dakota,Jones County,1006,903,12,8
South Dakota,Kingsbury County,5148,4939,66,50
South Dakota,Lake County,11200,12797,129,113
South Dakota,Lawrence County,24097,25844,224,233
South Dakota,Lincoln County,44828,61128,866,252
South Dakota,Lyman County,3755,3781,65,25
South Dakota,McCook County,5618,5586,90,65
South Dakota,McPherson County,2459,2379,19,20
South Dakota,Marshall County,4656,4935,73,41
South Dakota,Meade County,25434,28332,257,207
South Dakota,Mellette County,2048,2061,36,26
South Dakota,Miner County,2389,2216,27,21
South Dakota,Minnehaha County,169468,193134,2873,1415
South Dakota,Moody County,6486,6576,82,55
South Dakota,Oglala Lakota County,13586,14177,284,172
South Dakota,Pennington County,100948,113775,1495,920
South Dakota,Perkins County,2982,2865,34,21
South Dakota,Potter County,2329,2153,21,26
South Dakota,Roberts County,10149,10394,167,111
South Dakota,Sanborn County,2355,2344,33,17
South Dakota,Spink County,6415,6376,81,69
South Dakota,Stanley County,2966,3098,37,7
South Dakota,Sully County,1373,1391,16,11
South Dakota,Todd County,9612,10177,238,131
South Dakota,Tripp County,5644,5441,86,56
South Dakota,Turner County,8347,8384,102,91
South Dakota,Union County,14399,15932,185,112
South Dakota,Walworth County,5438,5435,78,65
South Dakota,Yankton County,22438,22814,261,207
South Dakota,Ziebach County,2801,2756,23,25
Tennessee,Tennessee,6346105,6829174,80239,67977
Tennessee,Anderson County,75129,76978,792,932
Tennessee,Bedford County,45058,49713,678,482
Tennessee,Benton County,16489,16160,166,259
Tennessee,Bledsoe County,12876,15064,116,154
Tennessee,Blount County,123010,133088,1255,1414
Tennessee,Bradley County,98963,108110,1240,1113
Tennessee,Campbell County,40716,39842,438,581
Tennessee,Cannon County,13801,14678,180,155
Tennessee,Carroll County,28522,27767,296,394
Tennessee,Carter County,57424,56391,473,760
Tennessee,Cheatham County,39105,40667,451,403
Tennessee,Chester County,17131,17297,181,159
Tennessee,Claiborne County,32213,31959,333,427
Tennessee,Clay County,7861,7615,64,101
Tennessee,Cocke County,35662,36004,361,496
Tennessee,Coffee County,52796,56520,700,658
Tennessee,Crockett County,14586,14230,148,180
Tennessee,Cumberland County,56053,60520,512,843
Tennessee,Davidson County,626681,694144,9985,5565
Tennessee,Decatur County,11757,11663,108,159
Tennessee,DeKalb County,18723,20490,219,226
Tennessee,Dickson County,49666,53948,630,526
Tennessee,Dyer County,38335,37159,445,458
Tennessee,Fayette County,38413,41133,414,435
Tennessee,Fentress County,17959,18523,184,260
Tennessee,Franklin County,41052,42208,413,456
Tennessee,Gibson County,49683,49133,579,654
Tennessee,Giles County,29485,29464,301,371
Tennessee,Grainger County,22657,23320,222,296
Tennessee,Greene County,68831,69069,665,908
Tennessee,Grundy County,13703,13427,158,177
Tennessee,Hamblen County,62544,64934,780,724
Tennessee,Hamilton County,336463,367804,4213,3718
Tennessee,Hancock County,6819,6620,68,93
Tennessee,Hardeman County,27253,25050,218,289
Tennessee,Hardin County,26026,25652,237,356
Tennessee,Hawkins County,56833,56786,511,731
Tennessee,Haywood County,18787,17304,189,233
Tennessee,Henderson County,27769,28117,305,309
Tennessee,Henry County,32330,32345,300,481
Tennessee,Hickman County,24690,25178,255,283
Tennessee,Houston County,8426,8201,80,93
Tennessee,Humphreys County,18538,18582,230,254
Tennessee,Jackson County,11638,11786,94,163
Tennessee,Jefferson County,51407,54495,473,668
Tennessee,Johnson County,18244,17788,154,237
Tennessee,Knox County,432226,470313,5154,4548
Tennessee,Lake County,7832,7016,57,92
Tennessee,Lauderdale County,27815,25633,283,265
