,full_county_name
998,"Kewaunee County, WI"
152,"La Crosse County, WI"
867,"Lafayette County, WI"
1053,"Langlade County, WI"
2470,"Lincoln County, WI"
3077,"Manitowoc County, WI"
1600,"Marathon County, WI"
2692,"Marinette County, WI"
2149,"Marquette County, WI"
3043,"Menominee County, WI"
670,"Milwaukee County, WI"
1818,"Monroe County, WI"
1300,"Oconto County, WI"
763,"Oneida County, WI"
1496,"Outagamie County, WI"
943,"Ozaukee County, WI"
2510,"Pepin County, WI"
142,"Pierce County, WI"
1467,"Polk County, WI"
993,"Portage County, WI"
2694,"Price County, WI"
1853,"Racine County, WI"
2385,"Richland County, WI"
1126,"Rock County, WI"
2996,"Rusk County, WI"
15,"Sauk County, WI"
1306,"Sawyer County, WI"
1854,"Shawano County, WI"
947,"Sheboygan County, WI"
2963,"St. Croix County, WI"
1584,"Taylor County, WI"
1366,"Trempealeau County, WI"
586,"Vernon County, WI"
882,"Vilas County, WI"
429,"Walworth County, WI"
855,"Washburn County, WI"
973,"Washington County, WI"
2997,"Waukesha County, WI"
870,"Waupaca County, WI"
781,"Waushara County, WI"
2460,"Winnebago County, WI"
2405,"Wood County, WI"
1156,"Barbour County, WV"
2211,"Berkeley County, WV"
323,"Boone County, WV"
1602,"Braxton County, WV"
2720,"Brooke County, WV"
496,"Cabell County, WV"
2721,"Calhoun County, WV"
1215,"Clay County, WV"
1861,"Doddridge County, WV"
1257,"Fayette County, WV"
2666,"Gilmer County, WV"
1722,"Grant County, WV"
2050,"Greenbrier County, WV"
1031,"Hampshire County, WV"
802,"Hancock County, WV"
942,"Hardy County, WV"
1104,"Harrison County, WV"
634,"Jackson County, WV"
1311,"Jefferson County, WV"
2962,"Kanawha County, WV"
3009,"Lewis County, WV"
2724,"Lincoln County, WV"
1254,"Logan County, WV"
2107,"Marion County, WV"
633,"Marshall County, WV"
2665,"Mason County, WV"
1103,"McDowell County, WV"
1314,"Mercer County, WV"
756,"Mineral County, WV"
3067,"Mingo County, WV"
645,"Monongalia County, WV"
1809,"Monroe County, WV"
2887,"Morgan County, WV"
2646,"Nicholas County, WV"
2886,"Ohio County, WV"
2196,"Pendleton County, WV"
1255,"Pleasants County, WV"
36,"Pocahontas County, WV"
869,"Preston County, WV"
107,"Putnam County, WV"
2473,"Raleigh County, WV"
2106,"Randolph County, WV"
2063,"Ritchie County, WV"
1672,"Roane County, WV"
2199,"Summers County, WV"
2464,"Taylor County, WV"
1170,"Tucker County, WV"
1864,"Tyler County, WV"
2287,"Upshur County, WV"
3141,"Wayne County, WV"
997,"Webster County, WV"
167,"Wetzel County, WV"
1862,"Wirt County, WV"
990,"Wood County, WV"
1580,"Wyoming County, WV"
2261,"Albany County, WY"
510,"Big Horn County, WY"
1416,"Campbell County, WY"
1066,"Carbon County, WY"
749,"Converse County, WY"
946,"Crook County, WY"
100,"Fremont County, WY"
2995,"Goshen County, WY"
531,"Hot Springs County, WY"
2345,"Johnson County, WY"
1755,"Laramie County, WY"
32,"Lincoln County, WY"
1536,"Natrona County, WY"
2556,"Niobrara County, WY"
2262,"Park County, WY"
1878,"Platte County, WY"
2391,"Sheridan County, WY"
2947,"Sublette County, WY"
940,"Sweetwater County, WY"
2734,"Teton County, WY"
117,"Uinta County, WY"
581,"Washakie County, WY"
2057,"Weston County, WY"
